cell_lon,cell_lat,wind_speed,is_natura2000,dist_to_nearest_turbine_m,population_density
5.608425702811245,51.20966265060241,3.621319775367848,0,12327,0
5.630144578313253,51.20966265060241,3.6092471698494695,1,10938,490
5.6518634538152615,51.20966265060241,3.595370327199945,0,9588,490
5.67358232931727,51.20966265060241,3.5799068499490305,0,8296,490
5.695301204819277,51.20966265060241,3.5630640983899102,0,7093,490
5.717020080321285,51.20966265060241,3.5450331922243072,0,6027,490
5.738738955823294,51.20966265060241,3.525983782758632,0,5012,490
5.760457831325302,51.20966265060241,3.506060188737321,0,4304,222
5.782176706827309,51.20966265060241,3.4853794166779446,0,4066,222
5.803895582329318,51.20966265060241,3.464031404692353,0,4375,222
5.825614457831326,51.20966265060241,3.442081562598558,0,5133,222
5.847333333333333,51.20966265060241,3.419575380191398,0,6178,222
5.869052208835342,51.20966265060241,3.396544600349482,0,7388,222
5.89077108433735,51.20966265060241,3.3730142586325726,0,8695,534
5.912489959839357,51.20966265060241,3.34900980965756,0,9640,222
5.934208835341366,51.20966265060241,3.3245635982783592,0,8932,222
5.955927710843374,51.20966265060241,3.2997200699521607,0,8291,222
5.977646586345382,51.20966265060241,3.2745393126252496,0,7892,1002
5.99936546184739,51.20966265060241,3.249098740613827,0,7775,1002
6.021084337349398,51.20966265060241,3.223492934010696,0,7950,1002
6.042803212851406,51.20966265060241,3.197831811972508,0,8400,1002
3.7840401606425695,51.22640562248996,4.306042004605618,0,2126,0
3.8057590361445786,51.22640562248996,4.230025974372514,0,1522,220
3.8274779116465862,51.22640562248996,4.173067290937957,0,2014,220
3.8491967871485935,51.22640562248996,4.138866449860317,0,3155,220
3.8709156626506025,51.22640562248996,4.129461957073064,0,4523,220
3.89263453815261,51.22640562248996,4.144986840860403,0,5050,220
3.9143534136546183,51.22640562248996,4.18358996519826,0,5691,220
3.936072289156627,51.22640562248996,4.241528001690973,0,6210,220
3.9577911646586346,51.22640562248996,4.313415323601512,0,5985,220
3.9795100401606422,51.22640562248996,4.392603214532232,0,6138,0
5.564987951807229,51.22640562248996,3.627297796680356,0,11358,272
5.5867068273092375,51.22640562248996,3.617229318308604,1,12866,272
5.608425702811245,51.22640562248996,3.604999942136896,0,11748,490
5.630144578313253,51.22640562248996,3.590858256728648,1,10281,490
5.6518634538152615,51.22640562248996,3.575053152932578,0,8831,490
5.67358232931727,51.22640562248996,3.55782693989016,0,7409,490
5.695301204819277,51.22640562248996,3.539408284474503,0,6032,490
5.717020080321285,51.22640562248996,3.520005469396865,0,4742,490
5.738738955823294,51.22640562248996,3.499800577677582,0,3631,490
5.760457831325302,51.22640562248996,3.478945240169895,0,2618,490
5.782176706827309,51.22640562248996,3.4575585001584144,0,2204,490
5.803895582329318,51.22640562248996,3.435727151889323,0,2732,222
5.825614457831326,51.22640562248996,3.413508625110617,0,3831,222
5.847333333333333,51.22640562248996,3.3909361670190283,0,5146,222
5.869052208835342,51.22640562248996,3.368025779356441,0,6550,222
5.89077108433735,51.22640562248996,3.3447841583885785,0,7994,222
5.912489959839357,51.22640562248996,3.321216794389429,0,8075,222
5.934208835341366,51.22640562248996,3.29733542141272,0,7281,222
5.955927710843374,51.22640562248996,3.2731641472275044,0,6576,222
